SID,SCHID,GENDER,Y1S3_1,Y1S3_2,Y1S3_3,Y1S3_4,Y1S3_5,Y1S3_6,Y1S3_7,Y1S3_8,Y1S3_9,Y1S3_10,Y1S3_11,Y1S3_12,Y1S3_13,Y1S3_14,Y1S3_15,Y1S3_16,Y1S3_17,Y1S3_18,Y1S3_19,Y1S3_20,Y1S3_21,Y1S3_22,Y1S3_23,Y1S3_24,Y1S3_25,Y1S3_26,Y1S3_27,Y1S3_28,Y1S3_29,Y1S3_30,Y1L3_1,Y1L3_2,Y1L3_3,Y1L3_4,Y1L4_11,Y1L4_12,Y1L4_13,Y1L4_14,Y1L4_15,Y1L4_6,Y1L4_7,Y1L4_8,Y1L4_9,Y1L4_10,Y1L4_1,Y1L4_2,Y1L4_3,Y1L4_4,Y1L4_5,Y1S5_1,Y1S5_2,Y1S5_3,Y1KOR_S,Y1ENG_S,Y1MAT_S,Y1KOR_V,Y1ENG_V,Y1MAT_V
106,3,1,5,4,3,4,3,3,4,2,5,5,4,5,5,5,5,4,4,2,4,1,2,3,3,4,4,3,4,4,1,4,3,4,2,3,3,2,2,3,2,3,2,3,3,2,2,2,2,3,2,3,4,4,70,46,70,307,283,321
107,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,86,73,85,355,329,354
108,3,1,3,3,3,3,3,3,3,4,3,3,4,4,3,4,3,3,4,2,3,3,3,3,2,2,2,3,2,3,3,3,2,3,2,2,2,2,2,3,-1,2,2,2,2,2,2,2,2,2,2,4,4,3,67,64,55,299,313,295
109,3,1,5,4,4,4,4,3,3,4,5,4,5,5,4,4,3,3,3,3,4,5,-1,3,3,4,4,3,5,3,-1,3,3,4,3,3,2,2,3,3,3,4,4,4,4,4,2,2,3,3,3,4,5,5,62,70,80,286,323,341
110,3,1,5,3,4,5,3,4,3,3,5,5,5,5,5,5,5,5,5,3,5,3,4,4,3,3,4,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,5,3,3,62,58,45,286,304,276
111,3,1,5,4,4,4,4,3,3,2,3,3,4,3,3,4,2,4,3,4,3,3,1,1,1,3,1,1,3,1,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,5,5,4,41,43,45,231,277,276
112,3,1,5,5,5,5,5,4,3,4,5,5,5,5,5,5,4,4,4,5,1,3,5,1,1,3,3,1,3,3,4,4,4,4,4,4,4,4,4,3,3,2,1,4,2,1,4,3,4,3,3,5,2,3,73,46,70,315,283,321
113,3,1,4,3,3,3,3,3,3,5,5,4,4,4,4,4,4,3,4,4,3,2,5,3,3,3,3,3,3,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,41,19,30,231,151,239
114,3,1,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,5,3,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,3,3,2,5,3,4,73,55,75,315,299,330
115,3,1,5,-1,3,3,4,4,-1,3,5,5,5,5,4,5,4,5,4,4,3,2,3,2,2,3,3,2,3,2,4,4,4,3,3,4,2,2,2,3,2,2,2,1,3,2,2,2,1,3,2,5,5,5,77,88,95,323,360,402
116,3,1,5,4,3,3,4,4,4,3,5,5,5,3,3,4,4,5,4,5,4,4,3,3,3,4,5,5,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,4,3,4,47,37,50,246,264,286
117,3,1,4,4,4,4,4,2,3,2,5,5,5,5,4,5,4,4,2,3,3,4,5,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,2,5,2,5,74,64,85,315,313,354
118,3,1,5,3,4,4,3,3,3,4,4,4,5,5,3,2,4,4,5,5,5,5,5,3,3,2,4,4,3,3,5,5,3,2,2,3,2,2,3,2,2,3,3,3,3,3,2,2,3,2,3,4,5,3,49,67,75,253,318,330
119,3,1,5,4,4,4,4,4,4,4,5,5,5,5,4,5,5,4,3,3,4,3,3,4,4,5,5,5,5,5,5,5,4,4,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,97,100,95,468,511,402
120,3,1,5,4,3,5,3,3,3,2,5,4,5,5,5,4,4,4,3,3,2,2,1,2,2,4,4,4,3,2,4,4,3,3,2,3,2,2,2,3,2,3,3,3,3,3,2,2,3,3,2,5,5,5,82,97,90,343,400,372
121,3,1,5,5,3,4,2,3,3,-1,4,3,3,3,4,5,5,3,2,3,2,1,1,1,1,1,3,2,1,1,2,4,3,3,2,3,3,3,3,3,2,2,2,3,1,3,2,2,3,2,3,4,2,2,72,37,50,307,264,286
122,3,1,4,4,4,4,3,4,4,4,4,4,5,4,3,3,3,3,3,4,3,3,4,3,3,3,3,3,4,2,3,3,3,3,2,3,3,3,3,3,2,2,3,3,2,2,3,3,3,3,2,4,3,4,61,49,65,286,288,312
123,3,1,4,3,3,4,4,3,3,2,3,4,5,4,4,4,5,4,3,3,1,1,1,2,1,3,1,3,1,2,3,3,3,3,2,2,3,3,3,3,2,1,2,2,2,1,3,3,3,3,3,4,4,5,79,91,100,332,369,519
124,3,1,4,5,5,4,4,3,3,2,3,3,5,5,4,5,4,4,5,3,3,3,4,3,1,3,3,3,3,2,4,4,4,4,2,3,3,3,3,2,2,3,2,3,3,2,2,2,3,3,3,3,3,2,58,46,40,279,283,266
125,3,1,4,3,3,4,3,3,3,3,3,4,3,3,4,3,3,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,44,13,25,239,151,218
126,3,1,5,5,3,5,4,4,2,3,2,4,4,4,5,2,2,2,1,3,3,2,2,2,4,3,4,3,2,1,4,3,3,3,3,4,3,2,3,2,2,2,2,3,1,2,2,2,2,3,2,2,1,3,28,34,30,189,255,239
127,3,1,3,3,3,3,3,3,3,3,3,4,4,3,5,5,3,3,2,5,3,3,4,3,3,4,4,5,5,5,5,5,3,3,3,3,4,3,4,4,4,3,3,4,3,3,4,4,4,3,3,5,5,5,91,88,85,390,360,354
128,3,1,3,3,2,3,3,3,3,3,4,4,4,4,4,4,4,4,2,4,3,4,4,3,3,4,4,4,4,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,4,55,34,35,273,255,254
129,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,80,82,80,332,346,341
130,3,1,4,4,3,5,4,3,3,3,4,5,5,5,5,3,5,4,2,2,4,2,2,3,2,4,3,3,4,2,2,3,3,3,2,3,3,3,3,4,4,1,1,1,3,3,4,4,4,4,4,5,4,5,73,49,95,315,288,402
131,3,1,5,4,3,4,4,3,3,3,4,5,5,4,5,4,4,5,5,3,3,1,4,2,2,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,4,4,2,50,52,35,260,294,254
132,3,1,5,3,3,3,4,5,3,5,5,5,5,5,5,5,5,4,5,1,3,3,3,3,3,3,4,4,4,3,4,4,3,2,2,2,3,2,3,3,3,3,2,3,3,3,3,2,2,3,2,4,4,3,56,43,35,273,277,254
133,3,1,5,5,5,4,5,3,5,3,5,5,3,4,5,4,5,4,4,5,1,2,3,1,2,3,2,3,4,2,5,5,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,5,5,85,97,85,355,400,354
134,3,1,4,3,3,4,3,3,3,3,4,4,3,5,4,4,3,3,4,3,5,3,2,3,3,3,3,3,3,3,4,3,3,2,2,3,2,2,2,3,2,2,2,3,3,2,2,2,2,2,3,3,3,3,65,85,65,293,352,312
135,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
136,3,1,5,5,5,5,4,5,4,5,5,5,5,5,4,5,5,5,5,4,4,4,4,4,3,4,5,5,4,3,4,4,4,3,2,3,4,3,4,3,3,4,3,3,3,3,3,3,4,3,4,5,5,5,82,94,90,343,381,372
137,3,1,4,3,4,5,4,3,3,4,5,5,5,4,4,5,4,4,3,4,5,4,3,4,3,5,4,4,4,3,3,4,3,3,3,4,3,2,3,3,3,3,4,3,4,4,3,2,3,4,3,4,5,5,77,64,35,323,313,254
138,3,1,5,4,3,4,3,4,2,5,4,4,4,5,4,5,4,4,2,4,1,2,5,3,3,4,4,3,2,5,3,2,3,2,3,3,3,3,3,3,3,2,2,2,2,3,4,4,4,4,4,4,4,4,26,28,35,189,233,254
139,3,1,5,4,4,5,3,2,3,3,4,4,4,5,5,5,5,2,2,4,2,3,4,2,2,3,4,3,4,3,5,4,3,2,2,3,4,4,4,4,4,3,3,3,3,4,2,3,2,2,3,5,4,3,82,85,50,343,352,286
140,3,1,3,1,2,3,1,3,1,2,2,5,5,5,2,5,4,5,5,2,2,2,1,1,1,2,3,3,3,1,3,3,3,2,2,3,2,3,3,3,2,2,2,3,2,2,3,3,3,2,3,3,1,4,39,34,55,231,255,295
141,3,1,5,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,4,5,4,5,4,4,4,4,3,3,3,3,2,2,2,3,3,2,3,3,3,4,4,4,4,3,4,5,5,82,82,90,343,346,372
142,3,1,5,2,3,4,3,4,3,2,4,4,4,4,4,4,4,4,2,2,3,2,2,3,3,4,4,4,4,2,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,5,5,89,85,100,370,352,519
143,3,1,5,4,4,5,4,4,4,5,5,5,5,4,4,5,4,5,4,3,5,3,4,4,5,3,3,3,4,3,4,4,3,3,2,4,2,2,3,2,2,3,2,2,2,3,2,3,3,2,3,3,4,5,85,88,95,355,360,402
144,3,1,4,4,4,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,3,3,3,3,3,2,2,3,3,2,3,3,3,3,2,4,2,2,97,94,95,468,381,402
145,3,1,5,4,4,5,4,4,3,4,4,5,5,5,4,4,4,5,4,3,3,3,3,3,3,4,4,3,4,3,3,3,3,3,3,4,4,3,3,4,3,2,2,3,3,2,3,2,3,3,3,5,4,5,76,76,80,323,334,341
146,3,1,4,4,3,4,5,4,4,4,3,4,4,4,2,5,4,4,5,3,3,3,4,1,1,3,3,3,2,2,3,3,3,3,3,3,2,2,2,2,2,1,1,2,1,1,2,3,2,2,3,3,2,5,53,49,50,266,288,286
147,3,1,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,5,2,4,5,3,3,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,3,3,2,3,3,3,3,3,3,2,3,4,4,4,74,52,75,315,294,330
148,3,1,4,5,4,5,3,3,4,2,3,4,5,3,5,4,4,4,3,2,3,2,3,1,2,3,3,2,3,1,5,3,3,3,2,3,4,4,4,4,4,2,2,3,3,3,2,2,2,3,3,5,3,4,59,37,45,279,264,276
149,3,1,3,4,3,3,4,3,3,3,5,5,5,5,5,5,4,4,3,3,4,2,2,3,2,4,4,2,5,5,4,4,4,3,4,4,3,2,3,3,3,4,4,3,4,3,3,3,3,3,3,5,5,4,100,91,100,644,369,519
150,3,1,5,5,4,5,3,5,4,3,5,4,5,4,4,5,3,4,5,4,4,4,4,3,3,4,3,4,4,3,5,4,4,3,4,4,3,4,4,4,4,2,2,4,3,3,3,3,4,3,3,4,4,5,68,64,90,299,313,372
151,3,1,4,3,1,4,3,5,5,3,4,5,5,5,4,3,5,4,5,1,3,4,1,2,2,1,3,2,2,1,3,2,3,2,2,1,2,2,3,3,1,1,1,1,1,1,1,2,2,2,1,2,1,4,47,28,40,253,233,266
152,3,1,3,3,3,4,3,3,2,4,3,3,4,4,3,3,4,4,2,4,2,3,3,3,3,2,2,3,3,2,3,2,3,3,2,2,3,3,3,3,2,3,3,2,2,2,3,3,3,3,3,4,4,5,73,40,40,315,271,266
153,3,1,4,3,3,3,3,3,3,3,3,5,4,3,3,5,4,4,3,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,5,5,5,88,85,80,370,352,341
154,3,1,3,3,3,4,4,3,3,2,3,3,4,4,4,5,3,4,4,3,3,3,2,3,2,3,5,4,3,2,4,3,3,3,2,3,3,2,4,4,3,4,3,4,4,4,2,3,3,3,4,5,5,4,79,67,70,332,318,321
155,3,1,5,5,5,5,4,5,4,4,5,3,1,1,3,1,1,1,1,3,4,3,5,5,4,2,3,1,3,1,5,4,3,3,1,4,4,4,4,4,4,3,4,1,1,3,3,3,1,1,3,4,3,2,79,52,50,332,294,286
156,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,2,3,3,2,2,2,3,4,4,3,4,4,2,2,3,3,2,-1,-1,-1,85,100,75,355,511,330
157,4,1,4,4,3,3,3,3,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,2,3,3,3,3,3,3,4,4,4,4,3,3,3,3,2,3,4,5,3,29,49,35,202,288,254
158,4,1,4,4,4,4,3,4,4,2,3,4,4,4,4,4,4,3,3,4,4,3,2,3,3,4,4,4,5,2,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,3,5,-1,-1,-1,-1,-1,-1
159,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
160,4,1,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,4,3,4,4,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,5,4,5,65,67,40,293,318,266
161,4,2,5,4,4,4,3,4,3,4,5,5,5,5,5,5,4,5,4,4,5,4,4,4,3,3,3,4,4,3,4,4,3,3,2,3,2,2,3,2,2,3,4,3,3,3,4,4,4,4,4,4,5,5,83,94,75,343,381,330
162,4,2,5,5,5,5,4,5,-1,4,5,5,5,5,5,5,4,4,3,4,3,3,3,3,3,3,4,4,4,2,4,4,3,3,3,3,2,2,3,3,2,2,2,3,2,3,2,2,3,2,3,5,5,5,-1,-1,-1,-1,-1,-1
163,4,2,5,5,4,5,5,4,5,4,5,5,5,4,4,5,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,2,2,2,3,4,3,3,80,70,65,332,323,312
164,4,1,4,1,3,4,2,3,2,2,3,3,4,3,4,4,3,3,2,1,3,2,1,1,1,2,3,3,3,2,4,4,3,3,2,3,2,3,3,3,2,2,2,2,2,3,3,2,3,3,3,3,3,4,77,58,75,323,304,330
165,4,1,4,4,4,5,4,4,4,4,4,5,5,5,5,5,5,5,5,3,3,3,4,3,3,3,3,3,2,2,4,3,3,3,3,3,2,2,2,2,2,2,2,3,2,2,4,4,4,4,3,4,4,5,68,58,45,299,304,276
166,4,1,4,4,4,4,4,3,3,4,3,4,5,5,2,3,3,4,4,4,3,4,4,3,2,2,4,2,4,2,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,5,-1,-1,-1,-1,-1,-1
167,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,2,3,5,5,5,71,61,55,307,308,295
168,4,2,4,4,3,4,3,2,4,2,4,5,5,5,4,5,4,4,3,3,4,2,3,3,2,3,3,4,4,2,4,3,3,3,2,3,3,3,3,3,3,2,2,3,2,3,2,2,2,2,3,5,4,4,77,55,65,323,299,312
169,4,2,4,4,4,4,4,3,4,2,3,3,3,3,3,3,3,3,1,5,2,2,2,3,3,2,1,1,2,1,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,4,4,50,28,30,260,233,239
170,4,1,3,3,3,3,3,2,2,3,5,5,5,3,5,4,4,2,3,2,3,3,2,1,1,3,2,2,2,1,3,2,3,3,2,3,3,3,3,2,2,2,2,3,2,2,2,3,3,2,3,2,4,4,55,52,60,273,294,303
171,4,1,3,3,3,3,3,3,3,3,3,5,5,5,1,5,5,5,5,3,3,3,1,3,3,5,1,3,5,3,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,91,97,85,390,400,354
172,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,3,3,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,5,5,5,78,85,80,323,352,341
173,4,1,2,3,3,3,3,2,3,2,3,4,4,3,4,3,2,2,2,3,3,3,3,3,2,4,4,4,4,3,3,4,3,3,2,3,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,94,97,100,418,400,519
174,4,1,5,5,5,5,5,3,5,5,3,4,4,4,4,4,4,4,4,2,3,1,3,2,2,3,2,2,3,2,3,3,3,3,3,3,2,2,2,3,3,2,2,2,2,2,3,2,2,2,2,1,1,1,39,22,15,231,195,169
175,4,1,5,4,5,5,4,4,4,4,4,5,5,4,5,5,4,4,3,3,5,1,4,3,4,3,2,2,5,3,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,83,55,95,343,299,402
176,4,1,5,4,3,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,3,3,3,3,1,1,4,3,1,1,2,4,3,4,1,2,4,5,4,57,91,50,273,369,286
177,4,1,5,4,5,4,4,4,4,5,4,5,5,4,4,5,4,4,4,4,4,4,3,3,4,4,5,5,5,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,94,100,95,418,511,402
178,4,1,3,3,2,4,3,2,3,2,5,4,4,5,4,4,2,2,4,3,3,3,2,2,2,3,5,5,4,2,3,4,2,3,2,3,1,1,1,2,2,3,2,3,3,2,2,2,3,2,2,4,4,4,91,100,80,390,511,341
179,4,2,5,5,5,5,3,5,4,5,1,2,4,3,2,3,2,2,2,4,5,5,1,1,1,3,5,5,5,5,5,4,4,3,2,4,4,4,2,4,4,4,4,4,3,4,3,2,2,4,3,5,5,5,63,73,60,286,329,303
180,4,2,5,5,4,4,3,4,4,3,2,4,3,4,4,4,4,4,3,4,5,2,3,4,4,3,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,23,31,10,157,246,169
181,4,2,4,4,4,4,4,3,4,3,4,5,5,4,4,4,3,5,4,4,4,4,4,3,3,4,3,4,4,3,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,88,97,100,370,400,519
182,4,1,3,3,3,4,3,4,3,4,4,4,4,5,5,5,5,4,5,2,3,3,3,3,2,3,4,4,4,3,4,4,3,2,2,3,3,3,3,2,2,3,2,3,3,3,3,2,3,3,3,5,5,5,44,88,85,239,360,354
183,4,1,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,3,3,2,3,3,4,4,4,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,5,5,5,83,76,80,343,334,341
184,4,1,5,5,5,5,4,4,3,4,5,4,4,4,3,3,3,4,3,3,3,2,3,3,3,2,3,3,3,4,3,4,3,3,2,3,3,3,4,3,3,2,2,3,2,2,2,3,3,2,2,4,3,3,44,25,30,246,218,239
185,4,1,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,4,4,2,2,4,3,4,4,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,2,2,2,3,3,3,70,34,20,307,255,179
186,4,1,5,5,5,5,5,5,5,5,4,3,5,3,5,5,4,3,3,4,4,4,3,3,3,4,4,3,4,3,-1,5,4,4,4,4,3,4,4,4,3,3,3,4,4,2,3,3,4,4,3,5,5,5,79,91,-1,332,369,-1
187,4,1,5,5,3,5,3,3,5,4,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,4,4,4,3,3,3,3,3,3,3,4,3,2,2,3,3,3,2,2,2,2,2,5,4,4,52,49,35,260,288,254
188,4,2,5,5,5,5,5,5,5,4,3,5,5,4,4,3,1,1,1,5,4,1,4,5,4,4,3,3,5,5,4,5,3,3,2,4,4,4,4,4,4,2,2,4,2,2,3,2,4,2,2,5,4,4,94,79,80,418,340,341
189,4,2,4,3,3,4,3,4,3,3,3,4,3,3,3,3,3,2,2,3,3,3,3,3,3,4,3,4,3,5,5,4,3,4,3,3,4,4,3,4,4,3,4,3,3,4,2,2,2,2,3,5,4,4,95,100,90,418,511,372
190,4,1,4,3,5,4,3,4,4,5,5,5,5,4,3,4,5,5,5,5,4,4,4,4,5,3,3,4,5,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,2,3,3,5,5,4,78,85,45,323,352,276
191,4,1,4,4,5,5,5,4,3,5,5,5,4,5,4,5,4,5,4,3,4,3,3,3,3,4,2,4,5,5,5,4,3,2,3,3,3,2,3,2,3,3,3,3,4,3,4,4,3,3,4,5,4,5,67,97,60,293,400,303
192,4,1,5,2,3,5,3,1,3,4,3,5,5,5,3,3,5,5,4,5,1,4,5,1,1,2,5,5,3,1,5,5,4,4,4,4,3,2,3,3,3,1,1,1,1,1,3,3,3,2,3,2,1,4,64,28,35,293,233,254
193,4,2,5,4,4,4,4,4,4,3,4,4,4,4,4,5,4,5,4,3,3,3,3,4,5,3,4,3,4,3,4,4,3,3,3,4,4,3,4,3,3,2,2,2,3,2,3,3,4,3,3,5,5,5,71,58,45,307,304,276
194,4,1,4,5,3,3,3,3,3,2,4,5,4,4,3,5,3,3,3,3,3,3,2,3,2,4,2,2,3,2,3,3,4,3,3,2,3,3,3,3,2,2,2,2,2,2,4,4,3,4,3,5,4,5,88,94,90,370,381,372
195,4,1,5,5,4,5,4,3,4,4,5,4,4,4,3,4,3,3,3,2,3,2,1,3,3,4,4,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,88,91,100,370,369,519
196,5,1,4,4,4,3,3,2,2,2,3,3,3,3,4,4,3,3,2,5,2,5,5,3,2,4,3,3,5,4,3,3,3,3,2,2,3,3,3,2,2,4,3,4,3,2,3,4,3,3,2,4,5,5,88,91,95,370,369,402
197,5,1,3,3,3,3,3,3,3,3,3,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,1,2,3,2,3,3,3,3,3,3,3,3,3,2,2,2,2,3,2,2,3,3,2,-1,43,20,-1,277,179
198,5,2,5,4,3,3,5,4,4,4,5,5,5,5,5,5,5,4,3,3,4,2,1,4,4,3,3,3,4,2,4,5,2,2,2,3,4,4,4,3,4,4,3,3,3,3,2,2,3,3,4,5,5,4,61,61,40,286,308,266
199,5,2,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,3,4,3,3,3,4,3,4,3,4,4,4,3,3,2,3,2,2,3,2,2,3,3,3,4,3,2,2,3,3,3,3,5,5,71,91,50,307,369,286
200,5,1,4,3,4,5,3,4,4,4,5,5,4,4,3,5,5,4,4,3,4,3,4,3,3,4,4,4,5,3,4,4,4,3,3,4,3,4,4,3,3,3,3,4,3,3,4,4,4,3,4,5,5,5,85,94,100,355,381,519
201,5,1,3,3,3,3,2,2,2,1,3,2,3,3,2,3,2,4,3,2,4,3,3,3,2,3,2,3,3,3,3,4,3,4,3,4,3,3,3,3,3,4,3,3,3,2,4,4,4,3,3,4,4,4,65,82,80,293,346,341
202,5,1,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,1,3,1,2,3,3,3,4,5,5,4,4,4,3,3,2,3,3,2,3,3,2,3,2,3,2,2,3,2,3,2,3,5,5,5,55,76,90,266,334,372
203,5,1,5,4,5,4,3,5,4,4,5,5,5,5,5,5,5,5,3,3,3,1,3,3,3,4,4,4,5,5,4,4,3,4,3,4,4,4,4,4,4,3,2,3,3,2,4,4,4,4,4,3,5,5,83,94,100,343,381,519
204,5,2,5,4,4,5,5,4,5,4,4,4,4,5,3,4,3,3,3,3,1,1,3,2,1,3,4,3,3,3,4,4,4,4,3,4,2,2,2,2,2,2,2,1,1,2,4,4,3,3,3,3,4,4,62,70,65,286,323,312
205,5,2,4,4,4,4,4,4,2,4,3,3,4,3,3,3,2,2,3,2,1,1,3,1,1,3,2,4,5,2,2,2,4,4,4,4,4,4,4,4,4,1,1,1,1,1,4,4,4,4,4,4,2,4,88,85,75,370,352,330
206,5,1,4,4,5,5,4,3,4,3,3,4,3,4,2,5,4,3,4,2,4,2,-1,3,3,2,3,2,4,3,3,4,4,3,3,3,3,2,3,3,3,2,2,2,2,3,4,3,3,4,2,4,3,5,61,58,65,286,304,312
207,5,1,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,3,4,4,3,5,3,3,4,3,3,4,3,3,3,3,3,3,3,2,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,4,5,51,73,60,260,329,303
208,5,2,5,3,3,3,4,3,3,2,3,2,3,3,3,3,2,2,2,2,2,2,4,2,1,3,3,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2,5,5,4,88,82,65,370,346,312
209,5,2,4,4,5,5,4,4,3,3,5,5,5,3,5,5,2,2,1,3,2,2,4,2,2,4,5,5,4,4,3,3,4,2,3,4,3,4,3,4,4,3,2,3,2,3,3,3,4,3,2,5,4,5,74,76,80,315,334,341
210,5,2,4,3,3,3,3,3,3,2,4,4,5,5,4,5,4,4,4,3,3,2,2,2,2,3,1,3,4,3,2,2,3,4,3,3,3,3,3,3,3,2,3,3,2,2,3,3,3,3,2,5,5,5,82,94,70,343,381,321
211,5,1,4,4,4,5,4,4,4,4,5,4,4,4,4,5,5,4,4,2,1,1,1,3,3,4,4,4,2,2,3,4,3,2,3,2,3,2,2,2,3,3,1,2,3,3,3,3,2,4,3,4,4,4,34,61,80,213,308,341
212,5,1,4,3,2,4,3,3,4,3,3,4,3,3,4,4,2,2,2,1,5,4,4,5,3,2,2,2,1,1,2,3,2,3,2,4,2,2,2,2,2,2,2,2,3,3,3,3,4,2,3,4,4,4,80,91,70,332,369,321
213,5,1,4,4,2,3,3,4,3,3,3,1,2,2,2,3,3,2,2,4,1,1,3,2,2,2,2,2,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,4,5,56,67,100,273,318,519
